2022-03-24 01:46:02.671 [restartedMain] WARN  s.d.s.w.readers.parameter.ParameterDataTypeReader - Trying to infer dataType java.lang.Integer[]
2022-03-24 22:40:53.584 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4633] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:01.658 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4632] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:09.711 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4646] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:17.768 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4645] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:25.801 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4631] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:33.845 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4630] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:41.896 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4644] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:49.986 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4643] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:41:58.037 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4645] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:06.084 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4644] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:14.143 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4658] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:22.184 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4657] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:30.233 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4643] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:38.286 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4642] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:46.346 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4656] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:42:54.396 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4655] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:02.448 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4641] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:10.488 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4640] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:18.527 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4654] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:26.594 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4653] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:34.646 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4639] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:42.701 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4638] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:50.746 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4652] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:43:58.794 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4651] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:06.892 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4653] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:14.918 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4652] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:22.938 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4666] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:30.981 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4665] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:39.033 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4651] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:47.100 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4650] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:44:55.107 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4664] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:03.167 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4663] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:11.217 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4649] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:19.269 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4648] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:27.338 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4662] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:35.384 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4661] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:43.461 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4647] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:51.503 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4646] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:45:59.520 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4660] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:07.574 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4659] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:15.614 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4661] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:23.648 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4660] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:31.699 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4674] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:39.734 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4673] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:47.776 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4659] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:46:55.821 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4658] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:03.880 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4672] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:11.925 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4671] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:19.977 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4657] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:28.010 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4656] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:36.128 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4670] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:44.094 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4669] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:47:52.234 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4655] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:00.216 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4654] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:08.719 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4668] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:16.741 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4667] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:24.793 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4669] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:32.827 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4668] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:40.877 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4682] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:48.911 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4681] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:48:56.974 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4667] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:05.021 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4666] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:13.061 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4680] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:21.111 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4679] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:29.156 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4665] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:37.216 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4664] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:45.318 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4678] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:49:53.369 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4677] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:01.439 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4662] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:05.440 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4663] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:17.638 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4676] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:26.105 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4675] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:35.133 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4677] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:44.131 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4676] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:50:52.162 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4690] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:00.217 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4689] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:08.318 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4675] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:16.443 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4674] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:24.425 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4688] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:32.535 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4686] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:37.041 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4687] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:45.650 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4673] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:51:53.609 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4672] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:05.658 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4671] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:13.694 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4670] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:22.151 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4685] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:30.976 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4684] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:39.060 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4685] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:47.125 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4684] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:52:55.114 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4683] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:53:03.160 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4697] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:53:11.189 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4683] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:53:19.218 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-4682] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
2022-03-24 22:53:27.254 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4696] WARN  o.s.a.r.listener.SimpleMessageListenerContainer - Consumer raised exception, processing can restart if the connection factory supports it. Exception summary: org.springframework.amqp.AmqpConnectException: java.net.ConnectException: Connection refused: connect
